sku,handle,pista_original,pista_idioma,marca_detectada,modelo_detectado,generacion_detectada,anios_detectados,pista_normalizada,estado_pista,motivo_estado,requiere_traduccion,verificado_por,fecha_verificacion
OYL260416309,oyl260416309-19-bmw,BMW 1/2/3系,mixto,BMW,1/2/3,,,BMW 1/2/3,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416310,oyl260416310-19-bmw,BMW 1/2/3系,mixto,BMW,1/2/3,,,BMW 1/2/3,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416311,oyl260416311-19-bmw,BMW 1/2/3系,mixto,BMW,1/2/3,,,BMW 1/2/3,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416312,oyl260416312-19-bmw,BMW 1/2/3系,mixto,BMW,1/2/3,,,BMW 1/2/3,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416313,oyl260416313-20-bmw,BMW 1/2/3系,mixto,BMW,1/2/3,,,BMW 1/2/3,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416314,oyl260416314-17-bmw,BMW 7系,mixto,BMW,7,,,BMW 7,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416315,oyl260416315-18-bmw,BMW M/改,mixto,BMW,M,,,BMW M,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416316,oyl260416316-18-bmw,BMW M/改,mixto,BMW,M,,,BMW M,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416317,oyl260416317-19-bmw,BMW 3/5系,mixto,BMW,3/5,,,BMW 3/5,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416318,oyl260416318-19-bmw,BMW 3/5系,mixto,BMW,3/5,,,BMW 3/5,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416319,oyl260416319-19-bmw,BMW 3/5系,mixto,BMW,3/5,,,BMW 3/5,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416320,oyl260416320-19-bmw,BMW 3/5系,mixto,BMW,3/5,,,BMW 3/5,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416321,oyl260416321-20-bmw,BMW 3/5系,mixto,BMW,3/5,,,BMW 3/5,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416322,oyl260416322-20-bmw,BMW 3/5系,mixto,BMW,3/5,,,BMW 3/5,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416323,oyl260416323-20-bmw,BMW 3/5系,mixto,BMW,3/5,,,BMW 3/5,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416324,oyl260416324-20-bmw,BMW 3/5系,mixto,BMW,3/5,,,BMW 3/5,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416325,oyl260416325-20-bmw,BMW X3-2023/改,mixto,BMW,X3,,2023,BMW X3 2023,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416326,oyl260416326-20-bmw,BMW X3-2023/改,mixto,BMW,X3,,2023,BMW X3 2023,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416327,oyl260416327-20-bmw,BMW X3-2023/改,mixto,BMW,X3,,2023,BMW X3 2023,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416328,oyl260416328-20-bmw,BMW X3-2023/改,mixto,BMW,X3,,2023,BMW X3 2023,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416329,oyl260416329-17-volkswagen,VWCC海外版19寸改18/改,mixto,Volkswagen,CC1918,,,Volkswagen CC1918,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416330,oyl260416330-19-volkswagen,VWCC海外版19寸改18/改,mixto,Volkswagen,CC1918,,,Volkswagen CC1918,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416331,oyl260416331-20-volkswagen,VWCC海外版19寸改18/改,mixto,Volkswagen,CC1918,,,Volkswagen CC1918,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416332,oyl260416332-21-mercedes-benz,BENZ EQS AMG-2024/改,mixto,Mercedes-Benz,EQS AMG,,2024,Mercedes-Benz EQS AMG 2024,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416333,oyl260416333-21-mercedes-benz,BENZ EQS AMG-2024/改,mixto,Mercedes-Benz,EQS AMG,,2024,Mercedes-Benz EQS AMG 2024,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416334,oyl260416334-19-audi,AUDIRS3/改,mixto,Audi,RS3,,,Audi RS3,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416335,oyl260416335-20-audi,AUDIRS3/改,mixto,Audi,RS3,,,Audi RS3,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416336,oyl260416336-20-audi,AUDI/改,mixto,Audi,,,,Audi,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416337,oyl260416337-20-bmw,BMW 540i/改,mixto,BMW,540i,,,BMW 540i,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416338,oyl260416338-20-bmw,BMW 540i/改,mixto,BMW,540i,,,BMW 540i,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416339,oyl260416339-19-bmw,BMW M5新能源-2025/改,mixto,BMW,M5,,2025,BMW M5 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416340,oyl260416340-19-bmw,BMW M5新能源-2025/改,mixto,BMW,M5,,2025,BMW M5 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416341,oyl260416341-20-bmw,BMW M5新能源-2025/改,mixto,BMW,M5,,2025,BMW M5 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416342,oyl260416342-20-bmw,BMW M5新能源-2025/改,mixto,BMW,M5,,2025,BMW M5 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416343,oyl260416343-19-mercedes-benz,BENZ E级/S级/改,mixto,Mercedes-Benz,E/S,,,Mercedes-Benz E/S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416344,oyl260416344-20-mercedes-benz,BENZ E级/S级/改,mixto,Mercedes-Benz,E/S,,,Mercedes-Benz E/S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416345,oyl260416345-20-mercedes-benz,BENZ E级/S级/改,mixto,Mercedes-Benz,E/S,,,Mercedes-Benz E/S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416346,oyl260416346-18-mercedes-benz,BENZ CLA200-18,lat,Mercedes-Benz,CLA200 18,,,Mercedes-Benz CLA200 18,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416347,oyl260416347-19-bmw,BMW 740/改,mixto,BMW,740,,,BMW 740,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416348,oyl260416348-19-bmw,BMW 730Li M-2021,lat,BMW,730Li M,,2021,BMW 730Li M 2021,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416349,oyl260416349-17-volkswagen,VW速腾-2023,mixto,Volkswagen,,,2023,Volkswagen 2023,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416350,oyl260416350-19-audi,AUDIQ5,lat,Audi,Q5,,,Audi Q5,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416351,oyl260416351-19-mercedes-benz,BENZ E级海外版/改,mixto,Mercedes-Benz,E,,,Mercedes-Benz E,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416352,oyl260416352-20-mercedes-benz,BENZ E级海外版/改,mixto,Mercedes-Benz,E,,,Mercedes-Benz E,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416353,oyl260416353-20-mercedes-benz,BENZ E级海外版/改,mixto,Mercedes-Benz,E,,,Mercedes-Benz E,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416354,oyl260416354-19-volkswagen,VWCC黄金海岸版,mixto,Volkswagen,CC,,,Volkswagen CC,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416355,oyl260416355-19-volkswagen,VW途观L/途观X-2021-2025,mixto,Volkswagen,L/X,,2021 2025,Volkswagen L/X 2021 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416356,oyl260416356-21-volkswagen,VW揽境-2021-2024,mixto,Volkswagen,,,2021 2024,Volkswagen 2021 2024,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416357,oyl260416357-17-mercedes-benz,BENZ AMG C63S/改,mixto,Mercedes-Benz,AMG C63S,,,Mercedes-Benz AMG C63S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416358,oyl260416358-18-vehiculos-europeos,Consultar,lat,,Consultar,,,Consultar,pista_generica,"solo indica marca o ""Consultar"": no identifica modelo ni generacion",no,,
OYL260416359,oyl260416359-18-mercedes-benz,BENZ AMG C63S/改,mixto,Mercedes-Benz,AMG C63S,,,Mercedes-Benz AMG C63S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416360,oyl260416360-19-mercedes-benz,BENZ AMG C63S/改,mixto,Mercedes-Benz,AMG C63S,,,Mercedes-Benz AMG C63S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416361,oyl260416361-19-mercedes-benz,BENZ AMG C63S/改,mixto,Mercedes-Benz,AMG C63S,,,Mercedes-Benz AMG C63S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416362,oyl260416362-20-mercedes-benz,BENZ AMG C63S/改,mixto,Mercedes-Benz,AMG C63S,,,Mercedes-Benz AMG C63S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416363,oyl260416363-19-audi,AUDIA4L-2024/2025,lat,Audi,A4L,,2024 2025,Audi A4L 2024 2025,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416364,oyl260416364-20-audi,AUDIRS6 Avant GT-2025,lat,Audi,RS6 Avant GT,,2025,Audi RS6 Avant GT 2025,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416365,oyl260416365-22-audi,AUDIRS6 Avant GT-2025,lat,Audi,RS6 Avant GT,,2025,Audi RS6 Avant GT 2025,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416366,oyl260416366-22-audi,AUDIRS6 Avant GT-2025,lat,Audi,RS6 Avant GT,,2025,Audi RS6 Avant GT 2025,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416367,oyl260416367-20-audi,AUDIA6 Avant 海外版-2025/改）,mixto,Audi,A6 Avant/）,,2025,Audi A6 Avant/） 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416368,oyl260416368-21-audi,AUDIA6 Avant 海外版-2025/改）,mixto,Audi,A6 Avant/）,,2025,Audi A6 Avant/） 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416369,oyl260416369-20-audi,AUDIS5,lat,Audi,S5,,,Audi S5,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416370,oyl260416370-21-audi,AUDISQ5/SQ7-2025/改,mixto,Audi,SQ5/SQ7,,2025,Audi SQ5/SQ7 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416371,oyl260416371-22-audi,AUDISQ5/SQ7-2025/改,mixto,Audi,SQ5/SQ7,,2025,Audi SQ5/SQ7 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416372,oyl260416372-19-audi,AUDIRS5 Avant-2025/改,mixto,Audi,RS5 Avant,,2025,Audi RS5 Avant 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416373,oyl260416373-20-audi,AUDIRS5 Avant-2025/改,mixto,Audi,RS5 Avant,,2025,Audi RS5 Avant 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416374,oyl260416374-20-audi,AUDIRS5 Avant-2025/改,mixto,Audi,RS5 Avant,,2025,Audi RS5 Avant 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416375,oyl260416375-20-vehiculos-europeos,Consultar,lat,,Consultar,,,Consultar,pista_generica,"solo indica marca o ""Consultar"": no identifica modelo ni generacion",no,,
OYL260416376,oyl260416376-20-vehiculos-europeos,Consultar,lat,,Consultar,,,Consultar,pista_generica,"solo indica marca o ""Consultar"": no identifica modelo ni generacion",no,,
OYL260416377,oyl260416377-21-audi,AUDIRS5 Avant-2025/改,mixto,Audi,RS5 Avant,,2025,Audi RS5 Avant 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416378,oyl260416378-21-vehiculos-europeos,Consultar,lat,,Consultar,,,Consultar,pista_generica,"solo indica marca o ""Consultar"": no identifica modelo ni generacion",no,,
OYL260416379,oyl260416379-20-audi,AUDIS3-2021-22海外版/改）,mixto,Audi,S3 22/）,,2021,Audi S3 22/） 2021,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416380,oyl260416380-18-volkswagen,VW途观/高尔夫8 R-line/改,mixto,Volkswagen,8 R line,,,Volkswagen 8 R line,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416381,oyl260416381-18-volkswagen,VW途观/高尔夫8 R-line/改,mixto,Volkswagen,8 R line,,,Volkswagen 8 R line,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416382,oyl260416382-19-volkswagen,VW途观/高尔夫8 R-line/改,mixto,Volkswagen,8 R line,,,Volkswagen 8 R line,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416383,oyl260416383-19-mercedes-benz,BENZ AMG C63,lat,Mercedes-Benz,AMG C63,,,Mercedes-Benz AMG C63,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416384,oyl260416384-19-mercedes-benz,BENZ AMG C63,lat,Mercedes-Benz,AMG C63,,,Mercedes-Benz AMG C63,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416385,oyl260416385-20-mercedes-benz,BENZ AMG C63,lat,Mercedes-Benz,AMG C63,,,Mercedes-Benz AMG C63,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416386,oyl260416386-20-mercedes-benz,BENZ AMG C63,lat,Mercedes-Benz,AMG C63,,,Mercedes-Benz AMG C63,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416387,oyl260416387-19-mercedes-benz,BENZ AMG CLE53-2024-25/改,mixto,Mercedes-Benz,AMG CLE53 25,,2024,Mercedes-Benz AMG CLE53 25 2024,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416388,oyl260416388-20-mercedes-benz,BENZ AMG CLE53-2024-25/改,mixto,Mercedes-Benz,AMG CLE53 25,,2024,Mercedes-Benz AMG CLE53 25 2024,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416389,oyl260416389-20-mercedes-benz,BENZ AMG CLE53-2024-25/改,mixto,Mercedes-Benz,AMG CLE53 25,,2024,Mercedes-Benz AMG CLE53 25 2024,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416390,oyl260416390-17-volkswagen,VW高尔夫R海外版-2025/改,mixto,Volkswagen,R,,2025,Volkswagen R 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416391,oyl260416391-19-mercedes-benz,BENZ AMG GT-2024/E350/改；,mixto,Mercedes-Benz,AMG GT/E350/；,,2024,Mercedes-Benz AMG GT/E350/； 2024,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416392,oyl260416392-19-mercedes-benz,BENZ AMG GT-2024/E350/改；,mixto,Mercedes-Benz,AMG GT/E350/；,,2024,Mercedes-Benz AMG GT/E350/； 2024,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416393,oyl260416393-20-mercedes-benz,BENZ AMG GT-2024/E350/改；,mixto,Mercedes-Benz,AMG GT/E350/；,,2024,Mercedes-Benz AMG GT/E350/； 2024,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416394,oyl260416394-20-mercedes-benz,BENZ E/S/改,mixto,Mercedes-Benz,E/S,,,Mercedes-Benz E/S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416395,oyl260416395-20-mercedes-benz,BENZ E/S/改,mixto,Mercedes-Benz,E/S,,,Mercedes-Benz E/S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416396,oyl260416396-19-audi,AUDIRS3 Sportback-2025/改,mixto,Audi,RS3 Sportback,,2025,Audi RS3 Sportback 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416397,oyl260416397-20-mercedes-benz,BENZ AMG G63-2025/改,mixto,Mercedes-Benz,AMG G63,,2025,Mercedes-Benz AMG G63 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416398,oyl260416398-20-mercedes-benz,BENZ AMG G63-2025/改,mixto,Mercedes-Benz,AMG G63,,2025,Mercedes-Benz AMG G63 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416399,oyl260416399-20-mercedes-benz,BENZ AMG G63-2025/改,mixto,Mercedes-Benz,AMG G63,,2025,Mercedes-Benz AMG G63 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416400,oyl260416400-20-mercedes-benz,BENZ AMG G63-2025/改,mixto,Mercedes-Benz,AMG G63,,2025,Mercedes-Benz AMG G63 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416401,oyl260416401-22-mercedes-benz,BENZ AMG G63-2025/改,mixto,Mercedes-Benz,AMG G63,,2025,Mercedes-Benz AMG G63 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416402,oyl260416402-22-mercedes-benz,BENZ AMG G63-2025/改,mixto,Mercedes-Benz,AMG G63,,2025,Mercedes-Benz AMG G63 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416403,oyl260416403-20-bmw,BMW X3-2025/改,mixto,BMW,X3,,2025,BMW X3 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416404,oyl260416404-20-bmw,BMW X3-2025/改,mixto,BMW,X3,,2025,BMW X3 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416405,oyl260416405-18-volkswagen,VW高尔夫GTI-2025/改,mixto,Volkswagen,GTI,,2025,Volkswagen GTI 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416406,oyl260416406-20-bmw,BMW X4 M40i-2022/改,mixto,BMW,X4 M40i,,2022,BMW X4 M40i 2022,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416407,oyl260416407-20-bmw,BMW X4 M40i-2022/改,mixto,BMW,X4 M40i,,2022,BMW X4 M40i 2022,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416408,oyl260416408-20-bmw,BMW 530Li-2025(尊享型M运动),mixto,BMW,530Li (M),,2025,BMW 530Li (M) 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416409,oyl260416409-20-bmw,BMW 530Li-2025(尊享型M运动),mixto,BMW,530Li (M),,2025,BMW 530Li (M) 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416410,oyl260416410-20-bmw,BMW 530Li-2025(尊享型M运动),mixto,BMW,530Li (M),,2025,BMW 530Li (M) 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416411,oyl260416411-20-bmw,BMW 530Li-2025(尊享型M运动),mixto,BMW,530Li (M),,2025,BMW 530Li (M) 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416412,oyl260416412-21-bmw,BMW 740Li-2023(领先/尊享豪华版),mixto,BMW,740Li (/),,2023,BMW 740Li (/) 2023,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416413,oyl260416413-21-bmw,BMW 740Li-2023(领先/尊享豪华版),mixto,BMW,740Li (/),,2023,BMW 740Li (/) 2023,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416414,oyl260416414-21-bmw,BMW 740Li-2023(领先/尊享豪华版),mixto,BMW,740Li (/),,2023,BMW 740Li (/) 2023,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416415,oyl260416415-21-bmw,BMW 740Li-2023(领先/尊享豪华版),mixto,BMW,740Li (/),,2023,BMW 740Li (/) 2023,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416416,oyl260416416-21-mercedes-benz,BENZ AMG GLE53-2025/改,mixto,Mercedes-Benz,AMG GLE53,,2025,Mercedes-Benz AMG GLE53 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416417,oyl260416417-21-mercedes-benz,BENZ AMG GLE53-2025/改,mixto,Mercedes-Benz,AMG GLE53,,2025,Mercedes-Benz AMG GLE53 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416418,oyl260416418-22-mercedes-benz,BENZ AMG GLE53-2025/改,mixto,Mercedes-Benz,AMG GLE53,,2025,Mercedes-Benz AMG GLE53 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416419,oyl260416419-22-mercedes-benz,BENZ AMG GLE53-2025/改,mixto,Mercedes-Benz,AMG GLE53,,2025,Mercedes-Benz AMG GLE53 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416420,oyl260416420-20-bmw,BMW i5 M60-2024,lat,BMW,i5 M60,,2024,BMW i5 M60 2024,pista_sin_verificar,"pista legible y especifica, pendiente de validacion tecnica",no,,
OYL260416421,oyl260416421-19-bmw,BMW 3系-2025,mixto,BMW,3,,2025,BMW 3 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416422,oyl260416422-19-bmw,BMW 3系-2025,mixto,BMW,3,,2025,BMW 3 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416423,oyl260416423-19-bmw,BMW 3系-2025,mixto,BMW,3,,2025,BMW 3 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416424,oyl260416424-19-bmw,BMW 3系-2025,mixto,BMW,3,,2025,BMW 3 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416425,oyl260416425-22-mercedes-benz,BENZ AMG GLE Coupe-2024/ 改,mixto,Mercedes-Benz,AMG GLE Coupe,,2024,Mercedes-Benz AMG GLE Coupe 2024,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416426,oyl260416426-19-mercedes-benz,BENZ E/S级/改,mixto,Mercedes-Benz,E/S,,,Mercedes-Benz E/S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416427,oyl260416427-19-mercedes-benz,BENZ E/S级/改,mixto,Mercedes-Benz,E/S,,,Mercedes-Benz E/S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416428,oyl260416428-20-mercedes-benz,BENZ E/S级/改,mixto,Mercedes-Benz,E/S,,,Mercedes-Benz E/S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416429,oyl260416429-20-mercedes-benz,BENZ E/S级/改,mixto,Mercedes-Benz,E/S,,,Mercedes-Benz E/S,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416430,oyl260416430-20-bmw,BMW 530Li-2025(尊享型M运动)BMW 520d-2024欧版,mixto,BMW,530Li (M) 520d,,2024 2025,BMW 530Li (M) 520d 2024 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416431,oyl260416431-20-bmw,BMW 530Li-2025(尊享型M运动)BMW 520d-2024欧版,mixto,BMW,530Li (M) 520d,,2024 2025,BMW 530Li (M) 520d 2024 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416432,oyl260416432-21-mercedes-benz,BENZ GLS/GLE 450豪华版-2025,mixto,Mercedes-Benz,GLS/GLE 450,,2025,Mercedes-Benz GLS/GLE 450 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416433,oyl260416433-22-mercedes-benz,BENZ GLS/GLE 450豪华版-2025,mixto,Mercedes-Benz,GLS/GLE 450,,2025,Mercedes-Benz GLS/GLE 450 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416434,oyl260416434-18-volkswagen,VW西雅特Seat Cupra/改,mixto,Volkswagen,Seat Cupra,,,Volkswagen Seat Cupra,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416435,oyl260416435-18-volkswagen,VW高尔夫GTI / 改,mixto,Volkswagen,GTI,,,Volkswagen GTI,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416436,oyl260416436-18-volkswagen,VW / 改,mixto,Volkswagen,,,,Volkswagen,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416437,oyl260416437-19-volkswagen,VW / 改,mixto,Volkswagen,,,,Volkswagen,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416438,oyl260416438-20-bmw,BMW 540i-2025(加拿大版)/改,mixto,BMW,540i (),,2025,BMW 540i () 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
OYL260416439,oyl260416439-20-bmw,BMW 540i-2025(加拿大版)/改,mixto,BMW,540i (),,2025,BMW 540i () 2025,pista_ilegible,contiene texto del proveedor en chino sin traducir,si,,
